Age,Hours_Worked_Per_Week,Mental_Health_Condition,gender,industry,Location,sleep_Quality,stress_Level,access_to_Mental_Health_Resource,physical_Activity,region
>42,23,ill,Male,Education,Remote,Average,Medium,Yes,Daily,Africa
>42,58,ill,Male,Healthcare,Remote,Good,Low,Yes,Not At All,South America
22-32,26,fit,Other,Finance,Remote,Good,Low,No,Daily,Asia
22-32,46,fit,Male,Manufacturing,Remote,Poor,Medium,Yes,Daily,Asia
>42,20,ill,Male,Manufacturing,Remote,Average,Medium,No,Weekly,South America
>42,56,ill,Other,Finance,Hybrid,Good,Medium,Yes,Daily,Europe
>42,28,ill,Other,Retail,Onsite,Poor,Medium,No,Daily,Asia
>42,39,fit,Female,Consulting,Hybrid,Average,Medium,Yes,Not At All,Europe
32-42,22,fit,Other,Manufacturing,Onsite,Average,Medium,Yes,Not At All,South America
32-42,32,ill,Male,IT,Onsite,Good,High,Yes,Weekly,South America
>42,28,fit,Other,Consulting,Hybrid,Poor,Low,No,Daily,Africa
32-42,22,fit,Other,IT,Hybrid,Poor,Medium,No,Weekly,South America
>42,53,ill,Male,Manufacturing,Onsite,Poor,Medium,No,Not At All,Europe
>42,33,ill,Other,IT,Hybrid,Good,Medium,No,Daily,Europe
32-42,34,ill,Female,Manufacturing,Remote,Good,High,Yes,Daily,South America
>42,50,ill,Other,Education,Remote,Good,Low,No,Daily,Africa
32-42,28,fit,Other,Healthcare,Onsite,Average,Medium,Yes,Not At All,Oceania
>42,51,fit,Other,Healthcare,Onsite,Good,Medium,No,Weekly,Europe
22-32,35,ill,Female,Education,Remote,Good,High,No,Not At All,Africa
32-42,39,fit,Other,Healthcare,Remote,Average,Medium,Yes,Weekly,Oceania
32-42,58,fit,Other,Healthcare,Hybrid,Poor,High,Yes,Daily,Oceania
22-32,34,ill,Other,IT,Hybrid,Good,Low,No,Daily,Oceania
22-32,48,fit,Other,IT,Hybrid,Poor,Medium,No,Not At All,South America
22-32,52,ill,Female,Healthcare,Remote,Good,High,No,Daily,Europe
>42,59,fit,Other,Healthcare,Remote,Good,High,Yes,Daily,Africa
22-32,32,ill,Male,Consulting,Remote,Poor,High,No,Not At All,Oceania
32-42,41,fit,Male,Education,Remote,Average,Medium,Yes,Daily,Africa
>42,34,ill,Male,Education,Remote,Poor,Medium,No,Weekly,South America
>42,41,ill,Other,Consulting,Hybrid,Average,Low,No,Daily,North America
22-32,55,ill,Other,Education,Remote,Poor,Medium,Yes,Not At All,Europe
>42,50,ill,Male,IT,Remote,Poor,High,Yes,Not At All,Asia
22-32,25,ill,Other,Healthcare,Remote,Average,High,No,Weekly,Oceania
22-32,21,ill,Female,Consulting,Onsite,Average,Medium,Yes,Not At All,Africa
>42,44,ill,Female,Finance,Hybrid,Poor,High,No,Daily,Africa
32-42,28,ill,Female,Consulting,Remote,Good,High,Yes,Weekly,South America
32-42,54,ill,Male,Retail,Onsite,Poor,Medium,No,Weekly,Europe
>42,55,ill,Other,Consulting,Hybrid,Average,Medium,No,Not At All,North America
>42,26,fit,Female,Retail,Remote,Good,Medium,No,Weekly,South America
>42,41,ill,Female,Retail,Onsite,Average,Low,No,Daily,Africa
>42,50,ill,Female,Healthcare,Onsite,Poor,Low,Yes,Not At All,North America
>42,55,ill,Other,Finance,Hybrid,Average,Medium,Yes,Weekly,Oceania
32-42,22,ill,Other,Healthcare,Hybrid,Good,Medium,No,Weekly,Africa
22-32,33,ill,Female,Consulting,Hybrid,Average,Low,No,Daily,Europe
32-42,21,ill,Male,Retail,Hybrid,Poor,High,No,Not At All,Europe
>42,28,ill,Other,Manufacturing,Hybrid,Good,Medium,No,Daily,Europe
>42,22,fit,Other,Healthcare,Remote,Good,High,Yes,Weekly,Africa
>42,58,ill,Other,IT,Remote,Poor,High,Yes,Daily,Asia
>42,39,ill,Male,Consulting,Remote,Average,Low,No,Daily,South America
>42,35,ill,Male,Finance,Onsite,Poor,Low,No,Weekly,Africa
>42,56,ill,Female,Healthcare,Hybrid,Poor,High,Yes,Weekly,Europe
>42,29,ill,Other,Consulting,Remote,Average,Medium,No,Daily,Asia
>42,24,fit,Female,Manufacturing,Hybrid,Good,High,No,Not At All,Europe
22-32,60,fit,Other,Healthcare,Onsite,Average,High,Yes,Not At All,South America
>42,31,ill,Female,Retail,Remote,Poor,Low,No,Daily,Oceania
22-32,50,fit,Female,Finance,Remote,Poor,Low,No,Weekly,North America
22-32,27,ill,Other,Consulting,Remote,Good,Medium,No,Weekly,South America
22-32,43,fit,Other,Healthcare,Remote,Good,Medium,No,Daily,Europe
22-32,30,ill,Other,Retail,Hybrid,Good,Medium,Yes,Daily,South America
>42,26,ill,Other,Education,Onsite,Average,Medium,Yes,Not At All,Europe
>42,47,ill,Other,Manufacturing,Onsite,Average,Medium,No,Weekly,South America
22-32,56,ill,Male,Manufacturing,Onsite,Poor,Medium,No,Daily,Oceania
>42,30,ill,Female,Healthcare,Hybrid,Poor,Low,No,Not At All,North America
22-32,26,ill,Other,Healthcare,Hybrid,Good,High,No,Daily,Asia
>42,47,ill,Other,Consulting,Onsite,Poor,Medium,No,Daily,Oceania
>42,38,ill,Female,Education,Remote,Good,High,No,Weekly,Asia
>42,49,ill,Female,IT,Hybrid,Poor,Medium,Yes,Daily,Africa
22-32,49,ill,Male,IT,Remote,Poor,Medium,Yes,Weekly,Asia
22-32,37,fit,Other,Finance,Remote,Good,Medium,Yes,Not At All,Oceania
22-32,24,fit,Male,Education,Hybrid,Average,High,No,Not At All,Europe
22-32,53,ill,Female,Consulting,Hybrid,Poor,Medium,Yes,Daily,North America
>42,33,ill,Other,Finance,Remote,Good,Medium,Yes,Weekly,Asia
32-42,41,ill,Other,Consulting,Onsite,Average,Medium,Yes,Daily,Asia
22-32,31,ill,Other,Finance,Remote,Average,Low,Yes,Weekly,Europe
32-42,29,ill,Other,IT,Onsite,Average,Low,Yes,Not At All,Oceania
32-42,33,ill,Female,IT,Hybrid,Average,High,Yes,Daily,North America
32-42,58,ill,Other,Consulting,Remote,Poor,High,Yes,Daily,Europe
32-42,42,fit,Male,Consulting,Hybrid,Average,High,Yes,Not At All,Oceania
22-32,23,ill,Other,Finance,Hybrid,Poor,High,No,Daily,North America
>42,28,ill,Other,Consulting,Hybrid,Poor,High,Yes,Weekly,South America
>42,41,ill,Female,Finance,Hybrid,Poor,Low,No,Not At All,Oceania
>42,33,ill,Female,Consulting,Onsite,Poor,High,Yes,Daily,Oceania
>42,46,fit,Other,Healthcare,Hybrid,Good,Medium,Yes,Daily,Oceania
>42,25,ill,Other,Healthcare,Remote,Good,High,No,Weekly,Europe
>42,55,ill,Other,Education,Onsite,Good,Medium,Yes,Weekly,Asia
>42,53,ill,Other,Manufacturing,Onsite,Average,High,Yes,Daily,Europe
22-32,47,ill,Other,Retail,Onsite,Average,Medium,No,Not At All,Asia
22-32,35,ill,Female,Retail,Hybrid,Good,Low,No,Daily,South America
>42,39,ill,Other,Finance,Hybrid,Poor,Low,Yes,Weekly,North America
>42,34,ill,Other,Consulting,Hybrid,Average,High,Yes,Not At All,Oceania
22-32,27,ill,Female,Retail,Hybrid,Poor,High,No,Weekly,Oceania
22-32,22,ill,Other,Retail,Remote,Poor,Low,No,Not At All,Africa
>42,48,ill,Male,Healthcare,Onsite,Good,Low,Yes,Daily,Africa
32-42,52,ill,Other,Healthcare,Remote,Poor,Low,No,Daily,North America
22-32,40,ill,Other,Retail,Onsite,Poor,Medium,No,Weekly,South America
>42,41,ill,Male,Finance,Hybrid,Average,Low,No,Not At All,Asia
>42,56,ill,Male,IT,Hybrid,Poor,High,Yes,Not At All,Europe
>42,57,ill,Other,Manufacturing,Onsite,Good,Low,Yes,Weekly,North America
32-42,36,ill,Other,Finance,Remote,Good,High,No,Daily,Oceania
32-42,32,ill,Female,Finance,Hybrid,Average,Low,Yes,Daily,Oceania
32-42,32,fit,Female,Education,Remote,Good,Medium,No,Weekly,Asia
>42,58,ill,Other,Manufacturing,Remote,Average,Low,No,Not At All,Asia
>42,59,fit,Female,Retail,Remote,Poor,Low,No,Daily,South America
32-42,22,fit,Female,Healthcare,Onsite,Poor,Medium,Yes,Weekly,Africa
32-42,49,ill,Female,Manufacturing,Remote,Average,Medium,Yes,Not At All,Oceania
>42,42,ill,Other,Consulting,Onsite,Poor,High,No,Daily,Asia
>42,20,ill,Female,Retail,Onsite,Average,Low,Yes,Not At All,Africa
32-42,22,ill,Female,IT,Remote,Poor,Medium,No,Not At All,Europe
32-42,48,ill,Other,Manufacturing,Hybrid,Good,Medium,No,Not At All,Europe
>42,20,ill,Other,Healthcare,Remote,Average,High,No,Not At All,Europe
32-42,24,ill,Other,IT,Hybrid,Poor,Low,No,Daily,North America
>42,22,ill,Female,Consulting,Hybrid,Poor,High,Yes,Not At All,Europe
32-42,58,fit,Other,Finance,Onsite,Average,High,No,Not At All,Europe
>42,58,ill,Other,IT,Hybrid,Average,Medium,Yes,Not At All,Europe
32-42,27,ill,Other,IT,Hybrid,Poor,Medium,Yes,Weekly,Oceania
32-42,40,ill,Other,Education,Hybrid,Average,Low,Yes,Weekly,Asia
>42,24,ill,Female,Finance,Hybrid,Poor,Low,Yes,Daily,Africa
32-42,43,ill,Female,IT,Onsite,Good,Low,No,Daily,Europe
>42,50,fit,Female,Manufacturing,Remote,Average,High,No,Daily,Africa
>42,30,fit,Male,Manufacturing,Remote,Average,Medium,Yes,Weekly,Europe
32-42,35,ill,Female,Consulting,Hybrid,Poor,Medium,No,Not At All,Asia
32-42,37,ill,Other,Education,Remote,Poor,Low,Yes,Not At All,Africa
>42,51,ill,Other,Retail,Onsite,Poor,Low,Yes,Weekly,South America
32-42,54,ill,Male,Manufacturing,Onsite,Average,Low,No,Daily,Africa
>42,58,ill,Female,Retail,Remote,Good,High,No,Not At All,Africa
>42,36,ill,Female,Finance,Onsite,Good,Low,Yes,Not At All,South America
>42,53,ill,Other,Retail,Onsite,Poor,Low,Yes,Weekly,Africa
22-32,56,ill,Female,Retail,Hybrid,Average,High,No,Daily,North America
32-42,27,ill,Male,Retail,Hybrid,Poor,Medium,Yes,Weekly,Africa
22-32,20,ill,Male,Education,Remote,Poor,Medium,Yes,Weekly,Africa
22-32,25,ill,Female,Education,Remote,Average,Low,No,Weekly,Africa
22-32,33,ill,Female,Consulting,Remote,Average,Low,No,Not At All,Europe
>42,35,ill,Male,Finance,Onsite,Poor,Low,No,Weekly,South America
>42,34,ill,Male,Manufacturing,Hybrid,Good,Low,No,Weekly,Africa
>42,21,ill,Male,Healthcare,Onsite,Poor,Low,No,Not At All,South America
32-42,21,ill,Other,Healthcare,Remote,Poor,Low,Yes,Daily,Asia
>42,29,ill,Male,Healthcare,Onsite,Good,Medium,Yes,Not At All,Oceania
>42,33,fit,Other,IT,Onsite,Good,High,No,Not At All,Oceania
>42,42,fit,Other,Finance,Hybrid,Poor,High,Yes,Weekly,North America
22-32,38,ill,Other,Education,Onsite,Average,Medium,Yes,Weekly,South America
>42,40,ill,Male,Finance,Remote,Average,High,Yes,Not At All,Europe
32-42,24,ill,Other,Education,Remote,Good,Medium,No,Daily,North America
32-42,28,fit,Other,Retail,Hybrid,Average,Low,Yes,Not At All,Europe
32-42,57,ill,Other,Education,Hybrid,Good,Medium,Yes,Weekly,North America
22-32,41,ill,Male,Finance,Remote,Good,Low,Yes,Daily,North America
>42,40,ill,Female,Retail,Onsite,Poor,Low,No,Daily,North America
>42,47,ill,Other,Retail,Onsite,Average,Medium,Yes,Daily,Asia
>42,53,ill,Female,Consulting,Onsite,Good,Low,No,Not At All,Europe
>42,27,fit,Other,Retail,Hybrid,Average,High,No,Weekly,Oceania
32-42,33,ill,Female,Consulting,Hybrid,Average,High,No,Not At All,Africa
32-42,50,ill,Other,Healthcare,Hybrid,Average,Low,No,Daily,Europe
>42,40,ill,Male,Retail,Remote,Average,Low,No,Daily,South America
32-42,56,ill,Male,Education,Remote,Average,Medium,No,Daily,Asia
22-32,29,ill,Female,Healthcare,Remote,Poor,Low,Yes,Not At All,North America
32-42,27,ill,Other,Consulting,Remote,Average,Medium,No,Not At All,Europe
32-42,55,ill,Male,Education,Onsite,Good,Medium,Yes,Daily,Africa
>42,28,ill,Other,Finance,Remote,Poor,Medium,No,Weekly,Oceania
32-42,59,ill,Other,Manufacturing,Remote,Poor,Low,Yes,Weekly,Oceania
32-42,40,ill,Male,Education,Hybrid,Average,High,Yes,Daily,Asia
32-42,38,ill,Female,IT,Onsite,Average,Low,Yes,Daily,Oceania
>42,37,fit,Female,Education,Remote,Good,Medium,Yes,Not At All,North America
32-42,36,ill,Female,IT,Remote,Average,Medium,Yes,Not At All,Africa
>42,55,ill,Other,Finance,Remote,Poor,Low,No,Not At All,Asia
>42,47,ill,Female,IT,Remote,Good,Low,Yes,Daily,Europe
>42,51,ill,Other,Healthcare,Onsite,Good,Medium,No,Weekly,Asia
>42,42,fit,Female,Retail,Hybrid,Poor,Low,Yes,Weekly,Oceania
>42,45,ill,Other,Consulting,Hybrid,Average,High,Yes,Daily,Asia
32-42,46,ill,Male,Finance,Hybrid,Poor,Low,Yes,Daily,South America
>42,60,ill,Female,Finance,Hybrid,Average,Medium,Yes,Daily,Oceania
32-42,45,ill,Other,Retail,Onsite,Good,Medium,No,Daily,Europe
>42,33,ill,Male,Consulting,Hybrid,Poor,Medium,Yes,Weekly,Oceania
>42,44,ill,Female,Retail,Onsite,Average,Medium,No,Not At All,Oceania
22-32,24,ill,Male,Finance,Remote,Poor,Low,Yes,Weekly,South America
22-32,28,ill,Other,Consulting,Hybrid,Good,High,Yes,Weekly,North America
22-32,56,ill,Female,Healthcare,Hybrid,Good,Medium,No,Weekly,Africa
22-32,22,ill,Other,IT,Onsite,Poor,Medium,Yes,Daily,North America
22-32,34,fit,Other,Retail,Onsite,Average,High,No,Weekly,Europe
32-42,34,ill,Female,Retail,Onsite,Good,High,No,Daily,Oceania
>42,55,ill,Male,Retail,Hybrid,Poor,High,Yes,Daily,South America
>42,20,fit,Other,IT,Onsite,Poor,Medium,No,Not At All,South America
>42,53,ill,Male,Healthcare,Onsite,Average,Low,No,Not At All,Africa
22-32,31,fit,Other,Healthcare,Hybrid,Average,High,Yes,Daily,Africa
32-42,51,ill,Other,Education,Hybrid,Poor,High,Yes,Weekly,South America
>42,33,ill,Male,IT,Hybrid,Average,Medium,Yes,Daily,Europe
>42,46,fit,Other,Retail,Hybrid,Poor,Medium,Yes,Daily,North America
32-42,32,ill,Female,Retail,Onsite,Good,Low,No,Not At All,North America
>42,25,ill,Other,Healthcare,Remote,Average,High,No,Daily,North America
>42,43,ill,Other,Retail,Hybrid,Poor,High,No,Daily,Oceania
>42,42,ill,Male,Education,Remote,Average,Medium,No,Weekly,Oceania
>42,49,ill,Other,Healthcare,Remote,Good,Medium,No,Weekly,South America
>42,50,fit,Male,IT,Hybrid,Average,Medium,No,Not At All,Europe
>42,44,fit,Other,Finance,Onsite,Poor,Low,Yes,Daily,Europe
22-32,32,ill,Other,IT,Remote,Good,Low,Yes,Weekly,South America
22-32,51,ill,Male,Education,Hybrid,Poor,Medium,Yes,Not At All,North America
>42,51,ill,Female,IT,Hybrid,Average,Medium,Yes,Weekly,Oceania
>42,55,ill,Male,Retail,Remote,Average,Medium,Yes,Not At All,Europe
22-32,26,ill,Male,Retail,Onsite,Poor,High,Yes,Daily,South America
22-32,58,ill,Female,Manufacturing,Onsite,Good,High,Yes,Daily,Oceania
32-42,44,ill,Male,Healthcare,Hybrid,Poor,High,No,Weekly,Oceania
22-32,39,ill,Other,Manufacturing,Onsite,Poor,High,Yes,Daily,South America
32-42,39,ill,Male,IT,Hybrid,Good,High,No,Weekly,North America
>42,45,fit,Female,Healthcare,Remote,Good,Low,Yes,Weekly,Africa
>42,57,ill,Other,IT,Remote,Poor,High,No,Daily,North America
>42,48,ill,Other,Education,Onsite,Good,Low,Yes,Not At All,Asia
22-32,30,ill,Other,Manufacturing,Hybrid,Poor,Low,Yes,Not At All,Europe
>42,27,ill,Other,Manufacturing,Remote,Poor,Medium,No,Weekly,Oceania
32-42,25,ill,Female,Education,Hybrid,Average,Medium,Yes,Weekly,North America
32-42,25,ill,Female,Finance,Hybrid,Poor,High,Yes,Daily,Asia
>42,39,ill,Other,Retail,Onsite,Good,Medium,Yes,Weekly,North America
22-32,31,ill,Male,Manufacturing,Hybrid,Good,Low,No,Weekly,Asia
>42,23,ill,Other,Education,Remote,Poor,High,Yes,Weekly,South America
32-42,39,ill,Male,IT,Hybrid,Poor,Low,No,Not At All,Oceania
32-42,39,ill,Male,Retail,Onsite,Good,High,No,Daily,Africa
22-32,27,ill,Female,Education,Remote,Poor,Medium,Yes,Not At All,South America
>42,45,ill,Other,Finance,Hybrid,Average,High,Yes,Not At All,North America
22-32,23,ill,Male,Retail,Hybrid,Good,High,Yes,Not At All,Oceania
>42,39,ill,Other,Retail,Remote,Good,High,Yes,Daily,Asia
>42,27,ill,Male,Manufacturing,Onsite,Average,High,Yes,Weekly,South America
>42,27,ill,Female,Healthcare,Remote,Good,Medium,No,Daily,Africa
>42,33,ill,Male,Education,Onsite,Good,Medium,Yes,Not At All,South America
>42,44,ill,Male,Healthcare,Hybrid,Poor,Medium,No,Not At All,North America
32-42,45,ill,Female,Consulting,Remote,Good,Medium,Yes,Not At All,Oceania
22-32,46,ill,Male,Retail,Hybrid,Average,Medium,Yes,Not At All,Oceania
>42,40,fit,Other,Retail,Hybrid,Good,High,Yes,Not At All,South America
>42,25,ill,Other,Finance,Remote,Average,High,No,Weekly,Europe
>42,29,ill,Other,Healthcare,Hybrid,Poor,Low,No,Not At All,Europe
>42,22,ill,Male,IT,Remote,Poor,Low,No,Weekly,North America
22-32,27,ill,Other,Manufacturing,Onsite,Average,High,Yes,Daily,Oceania
22-32,59,ill,Other,Manufacturing,Hybrid,Average,Medium,Yes,Daily,Europe
>42,57,ill,Other,Finance,Remote,Average,Medium,Yes,Weekly,Oceania
>42,34,ill,Male,Retail,Hybrid,Poor,Medium,No,Not At All,South America
22-32,20,ill,Other,Retail,Hybrid,Poor,Low,No,Not At All,North America
>42,20,ill,Female,Education,Onsite,Good,Low,No,Daily,Europe
>42,57,fit,Female,Education,Remote,Poor,Low,Yes,Daily,Africa
>42,53,ill,Other,Education,Hybrid,Average,Low,No,Daily,South America
32-42,24,ill,Other,Finance,Remote,Good,Medium,No,Weekly,South America
>42,40,ill,Female,Healthcare,Hybrid,Average,Low,No,Weekly,Asia
22-32,49,ill,Male,Healthcare,Hybrid,Average,Low,No,Daily,North America
32-42,44,fit,Female,Retail,Remote,Average,Medium,Yes,Weekly,South America
32-42,53,ill,Other,IT,Remote,Good,Medium,Yes,Daily,Africa
22-32,28,ill,Other,Healthcare,Remote,Good,High,Yes,Not At All,Oceania
>42,53,ill,Other,Manufacturing,Hybrid,Poor,High,No,Daily,Europe
>42,54,ill,Other,Consulting,Hybrid,Good,Medium,Yes,Not At All,Oceania
32-42,23,ill,Male,IT,Remote,Good,Low,No,Weekly,Europe
>42,45,ill,Female,Finance,Remote,Poor,High,No,Daily,South America
22-32,59,ill,Female,Finance,Remote,Good,Medium,Yes,Daily,South America
>42,20,fit,Other,Retail,Hybrid,Poor,Low,Yes,Weekly,Oceania
32-42,26,fit,Male,IT,Hybrid,Good,Low,Yes,Daily,Africa
22-32,47,fit,Other,Retail,Onsite,Poor,High,No,Not At All,Asia
>42,37,ill,Other,Healthcare,Onsite,Poor,Medium,No,Weekly,Asia
>42,25,ill,Female,Retail,Hybrid,Average,High,Yes,Weekly,Asia
>42,38,fit,Female,Retail,Hybrid,Average,High,No,Weekly,Asia
32-42,23,ill,Other,Education,Remote,Average,High,Yes,Daily,Africa
22-32,49,ill,Male,Retail,Hybrid,Average,Low,Yes,Not At All,South America
32-42,44,ill,Other,Healthcare,Onsite,Average,High,No,Not At All,North America
>42,34,fit,Female,Education,Hybrid,Good,High,Yes,Weekly,North America
32-42,36,ill,Female,Finance,Hybrid,Good,Medium,Yes,Weekly,North America
>42,44,ill,Other,Healthcare,Hybrid,Poor,High,Yes,Weekly,South America
22-32,27,ill,Male,IT,Hybrid,Poor,Medium,No,Daily,Asia
22-32,54,ill,Male,Consulting,Remote,Average,Medium,No,Not At All,Asia
>42,46,ill,Female,Finance,Hybrid,Poor,High,Yes,Not At All,Oceania
32-42,60,ill,Other,Finance,Remote,Good,Medium,No,Daily,Asia
>42,27,fit,Other,Retail,Hybrid,Poor,Medium,No,Not At All,Europe
32-42,45,ill,Male,Healthcare,Onsite,Poor,Medium,No,Not At All,Asia
>42,36,ill,Male,Education,Remote,Average,High,No,Weekly,Oceania
>42,42,fit,Other,Retail,Onsite,Average,Low,No,Daily,South America
22-32,27,ill,Other,Consulting,Onsite,Poor,High,No,Weekly,North America
22-32,28,fit,Other,Education,Hybrid,Poor,High,No,Not At All,Africa
32-42,56,ill,Other,IT,Remote,Poor,Low,Yes,Weekly,Oceania
22-32,22,ill,Other,IT,Hybrid,Poor,Medium,No,Not At All,South America
32-42,23,ill,Male,Manufacturing,Hybrid,Good,High,Yes,Not At All,South America
>42,53,ill,Female,Manufacturing,Remote,Poor,High,Yes,Weekly,Europe
22-32,38,ill,Female,Finance,Remote,Poor,Low,No,Not At All,Oceania
22-32,47,ill,Other,Finance,Onsite,Good,Medium,Yes,Not At All,Asia
32-42,51,ill,Other,Consulting,Remote,Good,Low,Yes,Daily,Africa
>42,48,ill,Other,Retail,Hybrid,Average,High,Yes,Daily,Oceania
>42,28,ill,Other,Healthcare,Hybrid,Average,Low,Yes,Not At All,North America
22-32,49,ill,Male,Healthcare,Onsite,Poor,Low,No,Weekly,Asia
>42,56,ill,Female,Finance,Hybrid,Average,Medium,Yes,Not At All,North America
>42,38,ill,Male,Finance,Remote,Poor,High,Yes,Not At All,North America
32-42,46,fit,Male,Healthcare,Onsite,Good,Low,No,Weekly,Oceania
>42,32,ill,Other,Healthcare,Hybrid,Average,High,No,Daily,Asia
>42,52,ill,Male,Retail,Onsite,Average,High,No,Daily,Africa
22-32,48,ill,Male,Finance,Hybrid,Good,Low,Yes,Not At All,Asia
32-42,38,ill,Female,Manufacturing,Remote,Good,High,No,Weekly,Europe
>42,25,fit,Other,Finance,Hybrid,Good,High,Yes,Daily,Africa
>42,27,ill,Male,Manufacturing,Hybrid,Poor,Low,Yes,Not At All,North America
32-42,28,ill,Other,Finance,Hybrid,Poor,High,No,Not At All,North America
>42,36,ill,Male,Retail,Onsite,Poor,Low,Yes,Daily,North America
32-42,53,ill,Male,Retail,Onsite,Poor,Medium,Yes,Not At All,Oceania
32-42,54,ill,Female,Education,Onsite,Good,Medium,Yes,Not At All,Europe
32-42,39,fit,Male,IT,Hybrid,Average,Medium,Yes,Weekly,Oceania
>42,47,fit,Male,Consulting,Onsite,Average,Medium,Yes,Not At All,South America
32-42,60,ill,Other,Consulting,Hybrid,Good,High,Yes,Not At All,North America
32-42,37,ill,Female,Finance,Onsite,Good,Low,No,Weekly,North America
32-42,33,ill,Female,IT,Remote,Good,Low,No,Weekly,Asia
>42,27,ill,Male,Consulting,Onsite,Good,Low,No,Weekly,Asia
22-32,39,ill,Female,Consulting,Remote,Average,Low,Yes,Daily,Africa
22-32,45,ill,Male,Retail,Onsite,Poor,Medium,Yes,Weekly,Oceania
22-32,57,ill,Male,Education,Remote,Average,Low,No,Daily,North America
>42,27,ill,Male,IT,Remote,Good,High,Yes,Daily,Europe
>42,44,ill,Male,Retail,Hybrid,Poor,High,Yes,Weekly,Asia
22-32,25,fit,Male,Education,Remote,Average,High,Yes,Not At All,North America
22-32,46,ill,Female,Education,Hybrid,Good,Medium,No,Daily,Oceania
32-42,51,ill,Male,Consulting,Remote,Poor,Low,Yes,Not At All,Oceania
>42,55,fit,Other,Retail,Remote,Good,Low,Yes,Weekly,Europe
>42,54,ill,Other,Retail,Onsite,Good,High,Yes,Daily,Europe
>42,34,ill,Other,IT,Onsite,Poor,High,Yes,Not At All,Africa
32-42,32,fit,Female,Retail,Hybrid,Average,Low,Yes,Not At All,Asia
>42,23,ill,Male,Retail,Remote,Good,Low,No,Daily,South America
>42,22,ill,Female,Retail,Remote,Good,High,No,Daily,Africa
>42,36,ill,Other,Consulting,Onsite,Poor,High,Yes,Daily,South America
32-42,50,ill,Other,Retail,Onsite,Poor,Low,No,Weekly,Oceania
22-32,36,ill,Female,Retail,Hybrid,Good,High,Yes,Weekly,Asia
32-42,39,ill,Other,Finance,Remote,Good,Medium,No,Weekly,North America
>42,32,fit,Male,Education,Hybrid,Good,Medium,Yes,Weekly,Oceania
>42,53,fit,Other,Manufacturing,Hybrid,Good,Low,No,Daily,Africa
